yr_cde,trm_cde,crs_comp1,crs_comp2,crs_comp3,crs_title,credit_hrs,crs_capacity,crs_enrollment,monday_cde,tuesday_cde,wednesday_cde,thursday_cde,friday_cde,begin_tim,end_tim,last_name,first_name,preferred_name,comment_txt
2018,30,COMM,135,A,WRITING FOR THE MEDIA,3,20,24,M,,W,,F,1:00:00 PM,1:50:00 PM,Pritchard,Patricia,Tricia,COMM MAJOR 1ST PREF
2018,30,COMM,212,A,RESEARCH METHODS IN COMM,3,20,24,,T,,R,,11:30:00 AM,12:45:00 PM,Mobley,Jennifer,,
2018,30,COMM,225,A,INTERCULTURAL COMMUNICATION,3,25,27,M,,W,,F,12:00:00 PM,12:50:00 PM,Brown,Daniel,,COMM MAJOR-1ST PREF
2018,30,COMM,240,A,MEDIA CRITICISM,3,30,14,,T,,R,,8:00:00 AM,9:15:00 AM,Bandy,Gregory,,
2018,30,COMM,290,A,STUDY: DIGITAL PHOTOGRAPHY,3,15,15,,T,,R,,11:30:00 AM,12:45:00 PM,Bandy,Gregory,,
2018,30,COMM,300,A,PUBLIC RELATIONS,3,25,28,,T,,R,,2:30:00 PM,3:45:00 PM,Mobley,Jennifer,,
2018,30,COMM,352,A,CHRISTIAN FAITH & CINEMA,3,20,23,,T,,R,,1:00:00 PM,2:15:00 PM,Miller,Kimberly,,
2018,30,COMM,359,A,SCREENWRITING,3,20,20,M,,W,,F,10:00:00 AM,10:50:00 AM,Miller,Kimberly,,
2018,30,COMM,378,A,VIDEO PRODUCTION,3,15,14,M,,W,,F,1:00:00 PM,1:50:00 PM,Bandy,Gregory,,COMM MAJOR 1ST PREF
2018,30,COMM,378,B,VIDEO PRODUCTION,3,15,14,M,,W,,F,2:00:00 PM,2:50:00 PM,Bandy,Gregory,,COMM MAJ 1ST PREF
2018,30,COMM,390,A,STUDY: INTERPERSONAL COMMUNICATION,3,20,21,M,,W,,F,10:00:00 AM,10:50:00 AM,Brown,Daniel,,COMM MAJOR 1ST PREF
2018,30,COMM,390,B,STUDY: INTERPERSONAL COMMUNICATION,3,20,18,M,,W,,F,2:00:00 PM,2:50:00 PM,Brown,Daniel,,COMM MAJ 1ST PREF
2018,30,COMM,427,A,RHETRCL THEORY & CRITICISM,3,25,8,,T,,R,,10:05:00 AM,11:20:00 AM,Brown,Daniel,,"COMM 207, 212; JR, SR, MAJORS"
2018,30,COMM,488,A,SEMINAR IN COMMUNICATION,3,15,9,,T,,R,,11:30:00 AM,12:45:00 PM,Miller,Kimberly,,SR; JR WITH APPROVAL
2018,30,COMP,141,A,COMP PROGRAMMING I,3,32,36,M,,W,,F,11:00:00 AM,11:50:00 AM,Valentine,David,,
2018,30,COMP,141,B,COMP PROGRAMMING I,3,32,32,M,,W,,F,12:00:00 PM,12:50:00 PM,Valentine,David,,
2018,30,COMP,205,A,ETHICS FAITH AND CONSCIOUS MIND,3,35,41,,T,,R,,1:00:00 PM,2:15:00 PM,Dellinger,Brian,,
2018,30,COMP,205,B,ETHICS FAITH AND CONSCIOUS MIND,3,35,28,,T,,R,,2:30:00 PM,3:45:00 PM,Dellinger,Brian,,
2018,30,COMP,220,A,COMP PROGRAMMING II,3,35,22,M,,W,,F,9:00:00 AM,9:50:00 AM,Valentine,David,,COMP 141
2018,30,COMP,222,A,INTRO TO DATA STRUCT & ALGORITHMS,3,35,35,,T,,R,,10:05:00 AM,11:20:00 AM,Al Moakar,Lory,,COMP 220
2018,30,COMP,222,B,INTRO TO DATA STRUCT & ALGORITHMS,3,35,34,,T,,R,,11:30:00 AM,12:45:00 PM,Al Moakar,Lory,,COMP 220
2018,30,COMP,252,A,COMPUTER ARCHITECTURE/ORG,3,48,56,M,,W,,F,12:00:00 PM,12:50:00 PM,Al Moakar,Lory,,COMP 220
2018,30,COMP,314,A,AUTOMATA THEORY,3,35,27,M,,W,,F,10:00:00 AM,10:50:00 AM,Dellinger,Brian,,COMP 141 & MATH 213
2018,30,COMP,340,A,OPERATING SYSTEMS,3,35,27,M,,W,,F,2:00:00 PM,2:50:00 PM,Al Moakar,Lory,,COMP 222 & 252 or ELEE 204
2018,30,COMP,350,A,SOFTWARE ENGINEERING,3,35,27,,T,,R,,11:30:00 AM,12:45:00 PM,Valentine,David,,JR STANDING; COMP 220
2018,30,COMP,435,A,INTRODUCTION TO MACHINE LEARNING,3,25,37,M,,W,,F,1:00:00 PM,1:50:00 PM,Hutchins,Jonathan,,"CP 222, MT214 OR CP 222, STATS"
2018,30,COMP,443,A,PROGRAMMING LANGUAGES,3,35,30,,T,,R,,2:30:00 PM,3:45:00 PM,Hutchins,Jonathan,,COMP 222
2018,30,COMP,445,A,INTRO TO ARTIFICIAL INTELLIGENCE,3,35,27,M,,W,,F,3:00:00 PM,3:50:00 PM,Hutchins,Jonathan,,COMP 222; MATH 214 OR ENGR 274
2018,30,COMP,446,A,ADV COMPUTER GAME DESIGN/DEV,3,25,11,M,,W,,F,12:00:00 PM,12:50:00 PM,Dellinger,Brian,,COMP 441
2018,30,COMP,452,A,SENIOR PROJECT II,2,35,29,M,,W,,F,9:00:00 AM,9:50:00 AM,Wolfe,Britton,,COMP 451
2018,30,DESI,101,A,INTRO TO VISUAL COMM DESIGN,3,15,20,,T,,R,,1:00:00 PM,2:15:00 PM,Mucha,Nathanael,Nate,
2018,30,DESI,102,A,INTRODUCTION TO DESIGN THINKING,3,15,19,,,W,,,6:30:00 PM,9:00:00 PM,Hammond,Ryan,,
2018,30,DESI,202,A,VISUAL COMMUNICATION DESIGN II,3,15,9,,T,,R,,10:05:00 AM,11:20:00 AM,Mucha,Nathanael,Nate,DESI 201
2018,30,DESI,210,A,INTERACTIVE DESIGN AND USER EXP,3,15,14,,,W,,,6:30:00 PM,9:00:00 PM,Mucha,Nathanael,Nate,DESI 101
2018,30,DESI,390,A,STUDY: VISUAL COMM DESIGN III,3,15,5,,T,,R,,2:30:00 PM,3:45:00 PM,Mucha,Nathanael,Nate,DESI 101
2018,30,ECON,101,A,PRIN OF ECONOMICS-MICRO,3,40,48,M,,W,,F,11:00:00 AM,11:50:00 AM,Fuller,Caleb,,
2018,30,ECON,101,B,PRIN OF ECONOMICS-MICRO,3,40,40,M,,W,,F,2:00:00 PM,2:50:00 PM,Fuller,Caleb,,
2018,30,ECON,102,A,PRIN OF ECONOMICS-MACRO,3,40,24,,T,,R,,8:00:00 AM,9:15:00 AM,Herbener,Jeffrey,,
2018,30,ECON,102,B,PRIN OF ECONOMICS-MACRO,3,40,41,,T,,R,,11:30:00 AM,12:45:00 PM,Herbener,Jeffrey,,
2018,30,ECON,120,A,FOUNDATIONS OF ECONOMICS,3,50,46,M,,W,,F,2:00:00 PM,2:50:00 PM,Ritenour,Shawn,,
2018,30,ECON,120,B,FOUNDATIONS OF ECONOMICS,3,50,13,M,,W,,F,3:00:00 PM,3:50:00 PM,Ritenour,Shawn,,
2018,30,ECON,290,A,STUDY: VISION AND VALUES CONF,1,50,7,,,,,,,,Rider,Robert,,
2018,30,ECON,302,A,INTERMEDIATE MACRO ECON,3,24,14,,T,,R,,2:30:00 PM,3:45:00 PM,Ritenour,Shawn,,ECON 101 & 102
2018,30,ECON,342,A,INTRODUCTION TO ECONOMETRICS,3,24,17,,T,,R,,10:05:00 AM,11:20:00 AM,Fuller,Caleb,,"MNGT 201, MATH 141"
2018,30,ECON,401,A,MONEY & BANKING,3,24,11,,T,,R,,11:30:00 AM,12:45:00 PM,Ritenour,Shawn,,
2018,30,ECON,402,A,LAW AND ECONOMICS,3,24,14,,T,,R,,1:00:00 PM,2:15:00 PM,Fuller,Caleb,,ECON 101 or 120
2018,30,ECON,456,A,FINANCIAL MARKETS AND INSTITUTIONS,3,24,18,M,,W,,F,9:00:00 AM,9:50:00 AM,Herbener,Jeffrey,,"ECON 101, 102"
2018,30,EDUC,202,A,FOUNDATIONS OF TEACHING,3,30,16,,T,,R,,8:00:00 AM,9:15:00 AM,Chapman,Jarrett,,
2018,30,EDUC,202,B,FOUNDATIONS OF TEACHING,3,30,23,,T,,R,,10:05:00 AM,11:20:00 AM,Chapman,Jarrett,,
2018,30,EDUC,203,A,CULTURALLY RELEVANT PEDAGOGY,3,20,20,,T,,R,,1:00:00 PM,2:15:00 PM,Blackburn,Gina,,"PSYC 102, EDUC 202"
2018,30,EDUC,203,B,CULTURALLY RELEVANT PEDAGOGY,3,20,16,,T,,R,,2:30:00 PM,3:45:00 PM,Blackburn,Gina,,"PSYC 102, EDUC 202"
2018,30,EDUC,204,A,THE TECHNOLOGIES OF INSTRUCTION,3,50,32,M,,W,,F,10:00:00 AM,10:50:00 AM,Fecich,Samantha,,
2018,30,EDUC,214,A,MIDDLE LEVEL MUSIC PEDAGOGY,2,30,8,M,,W,,,9:00:00 AM,9:50:00 AM,Paparone,Stacy,,
2018,30,EDUC,228,A,ADOLESCENT LITERATURE,2,20,12,M,,W,,,3:00:00 PM,3:50:00 PM,Herald,Sandra,,
2018,30,EDUC,281,A,EARLY CHILDHOOD FIELD EXPERIENCE,1,25,21,,,,,,,,Munson,Jolene,,
2018,30,EDUC,305,B,BASIC PRIN CURRICULUM/INSTRUCTION,3,24,6,,T,,R,,1:00:00 PM,2:15:00 PM,Stephens,John,,MATH/SCI MAJORS
2018,30,EDUC,308,A,SEC ENGLISH METH/FIELD EX,2,24,5,M,,,,,3:00:00 PM,4:40:00 PM,Blackburn,Gina,,CON/W-EDUC 305
2018,30,EDUC,309,A,SEC SCIENCE METH/FIELD EX,2,20,2,,,W,,,6:30:00 PM,8:10:00 PM,Omasits,Christopher,,CON / W-EDUC 305
2018,30,EDUC,310,A,SEC SOCIAL SCIENCE METH/FIELD EX,2,10,2,,,W,,,6:30:00 PM,8:10:00 PM,Snyder,David,,CON/W-EDUC 305
2018,30,EDUC,312,A,SECONDARY MUSIC METH-MUS ED MAJ,3,25,3,,T,,R,,10:05:00 AM,11:20:00 AM,Paparone,Stacy,,MUSIC MAJORS ONLY
2018,30,EDUC,324,A,TEACHING ELEM SOCIAL SCIENCES,3,24,19,M,,W,,F,1:00:00 PM,1:50:00 PM,Dreves,Susan,Sue,SOPH STANDING
2018,30,EDUC,325,A,TEACHING ELEM SCI/HEALTH,3,24,24,,T,,R,,8:00:00 AM,9:15:00 AM,Dreves,Susan,Sue,SOPH STANDING
2018,30,EDUC,326,A,TEACHING UPPER ELEM/MIDDLE LIT,3,20,19,M,,W,,F,10:00:00 AM,10:50:00 AM,Nichols,Constance,Connie,"PREK, MIDLEV-323, ENGL-202"
2018,30,EDUC,326,B,TEACHING UPPER ELEM/MIDDLE LIT,3,20,19,M,,W,,F,11:00:00 AM,11:50:00 AM,Nichols,Constance,Connie,"PREK, MIDLEV-323, ENGL-202"
2018,30,EDUC,326,C,TEACHING UPPER ELEM/MIDDLE LITERACY,3,20,16,M,,W,,F,1:00:00 PM,1:50:00 PM,Nichols,Constance,Connie,"PREK,PRE8,MID: 323,ENG:202"
2018,30,EDUC,327,A,TEACHING ELEM MATH,3,24,17,M,,W,,F,11:00:00 AM,11:50:00 AM,Scheffler,Patricia,,SOPH STANDING
2018,30,EDUC,328,A,CHILDREN'S LITERATURE & LANGUAGE,2,25,23,M,,W,,,3:00:00 PM,3:50:00 PM,Scheffler,Patricia,,"ELES, EACH, SP ED. MAJORS"
2018,30,EDUC,342,A,EARLY CHILDHOOD CURR & INSTRUCT,3,20,20,M,,W,,F,11:00:00 AM,11:50:00 AM,Munson,Jolene,,EDUC 281/PSYC 102
2018,30,EDUC,343,A,TRENDS/ISSUES-EARLY CHILD ED,3,15,15,,T,,R,,2:30:00 PM,3:45:00 PM,Nichols,Constance,Connie,"EDUC 340, 341, & 384; SR STAND"
2018,30,EDUC,371,A,FIELD EXP SEC (1ST  LEVEL),1,50,10,,,,,,,,Dreves,Susan,Sue,
2018,30,EDUC,372,A,FIELD EXP SEC (2ND LEVEL) MUSI ONLY,1,40,8,,,,,,,,Paparone,Stacy,,EDUC 371/MUSIC MAJORS ONLY
2018,30,EDUC,373,B,FIELD EXP SEC (3RD LEVEL),1,20,1,,,,,,,,Stephens,John,,EDUC 373B/LANGUAGE MAJORS ONLY
2018,30,EDUC,381,A,FIELD EXP ELEM  (1ST LEVEL),1,50,16,,,,,,,,Dreves,Susan,Sue,
2018,30,EDUC,382,A,FIELD EXP ELEM (2ND LEVEL),1,55,14,,,,,,,,Dreves,Susan,Sue,EDUC 381; CON W/EDUC 323
2018,30,EDUC,383,A,FIELD EXP ELEM (3RD LEVEL),1,50,13,,,,,,,,Dreves,Susan,Sue,EDUC 381; CON W/EDUC 326
2018,30,EDUC,390,A,STUDY: COMPARATIVE EDUCATION,1,24,5,,,,R,,1:00:00 PM,2:15:00 PM,Chapman,Jarrett,,
2018,30,EDUC,431,A,STUDENT TEACHING-SECONDARY,16,40,14,M,,,,,4:30:00 PM,6:00:00 PM,Stephens,John,,FEE REQUIRED
2018,30,EDUC,435,A,STUDENT TEACHING-ELEM MUSIC,8,12,1,M,,,,,3:00:00 PM,3:50:00 PM,Paparone,Stacy,,COREQ EDUC 437: FEE REQUIRED
2018,30,EDUC,437,A,STUDENT TEACHING-SECONDARY MUSIC,8,12,1,,,,,,4:50:00 PM,5:40:00 PM,Paparone,Stacy,,COREQ EDUC 435
2018,30,EDUC,441,A,ELEM STUDENT TCHG-PRIMARY,8,40,24,M,,,,,3:00:00 PM,3:50:00 PM,Culbertson,Linda,,COREQ EDUC 443: FEE REQUIRED
2018,30,EDUC,442,A,STUDENT TEACHING MIDDLE LEVEL I,8,10,1,M,,,,,3:00:00 PM,5:00:00 PM,Culbertson,Linda,,COREQ EDUC 444: FEE REQUIRED
2018,30,EDUC,443,A,ELEM STUDENT TCHG-INTERMED,8,40,12,M,,,,,3:00:00 PM,3:50:00 PM,Culbertson,Linda,,COREQ EDUC 441
2018,30,EDUC,444,A,STUDENT TEACHING MIDDLE LEVEL II,8,10,3,M,,,,,3:00:00 PM,5:00:00 PM,Culbertson,Linda,,COREQ EDUC 442
2018,30,EDUC,488,A,SEM: ISSUES IN EDUC,3,20,7,M,,W,,F,11:00:00 AM,11:50:00 AM,Culbertson,Linda,,SR STATUS-MAJORS ONLY
2018,30,EDUC,488,B,SEM: ISSUES IN EDUC,3,20,18,M,,W,,F,12:00:00 PM,12:50:00 PM,Culbertson,Linda,,SR STATUS-MAJORS ONLY
2018,30,ELEE,202,A,LINEAR CIRCUITS II,3,24,6,,T,,R,,10:05:00 AM,11:20:00 AM,Christman,Alan,,ELEE 201
2018,30,ELEE,204,A,DIGITAL LOGIC DESIGN,3,38,24,M,,W,,F,9:00:00 AM,9:50:00 AM,Bright,Myron,Mike,
2018,30,ELEE,210,A,ELECTRICAL ENGINEERING,3,60,33,M,,W,,F,11:00:00 AM,11:50:00 AM,Chu,Kuan-Lun,,"MA 162,PH 102, CO 141 or ME120"
2018,30,ELEE,252,L,DIGITAL CIRCUITS LABORATORY,1,18,9,M,,,,,2:00:00 PM,4:50:00 PM,Chu,Kuan-Lun,,COREQ ELEE 204 LAB FEE
2018,30,ELEE,252,M,DIGITAL CIRCUITS LABORATORY,1,18,14,,T,,,,2:30:00 PM,5:15:00 PM,Chu,Kuan-Lun,,COREQ ELEE 204 LAB FEE
2018,30,ELEE,302,A,ELECTRONICS II,3,38,11,M,,W,,F,11:00:00 AM,11:50:00 AM,Christman,Alan,,ELEE 301
2018,30,ELEE,304,A,ELECTROMAGNETIC THEORY,3,38,19,M,,W,,F,10:00:00 AM,10:50:00 AM,Christman,Alan,,MATH 262
2018,30,ELEE,310,A,MICROCONTROLLERS WITH  ROBOTIC APPS,3,30,8,,T,,,,2:25:00 PM,4:05:00 PM,Spangler,Adam,,"ELEE 204, & 201 or 210 LAB FEE"
2018,30,ELEE,310,L,EMBEDDED SYST LAB,0,38,8,,T,,,,4:10:00 PM,6:00:00 PM,Spangler,Adam,,LAB FEE
2018,30,ELEE,321,A,SIGNAL ANALYSIS,3,38,17,,T,,R,,1:00:00 PM,2:15:00 PM,Chu,Kuan-Lun,,ELEE 201
2018,30,ELEE,352,L,INTERMEDIATE LABORATORY II,1,18,10,,,W,,,2:00:00 PM,4:50:00 PM,Christman,Alan,,"EE301,351Coreq:EE302,303 LAB F"
2018,30,ELEE,404,A,ELECTROMAG ENERGY TRANSMISS,3,20,9,,T,,R,,11:30:00 AM,12:45:00 PM,Christman,Alan,,ELEE 304
2018,30,ELEE,422,A,DESIGN OF CONTROL SYST,3,30,18,M,,W,,F,9:00:00 AM,9:50:00 AM,Chu,Kuan-Lun,,ELEE 421
2018,30,ELEE,442,A,PARALLEL COMPUTER ARCHITECTURE,3,20,14,M,,W,,F,11:00:00 AM,11:50:00 AM,Bright,Myron,Mike,COREQ 441
2018,30,ELEE,452,L,CAPSTONE PROJECT II,3,11,11,M,,,,,3:00:00 PM,4:50:00 PM,Bright,Myron,Mike,ELEE 451; LAB FEE
2018,30,ENGL,202,A,ENGL 202. ENGLISH LITERATURE SURVEY,3,30,19,M,,W,,F,8:00:00 AM,8:50:00 AM,Waha,Kristen,,ENGL 201 OR INSTR OK
2018,30,ENGL,202,B,ENGL LIT SURVEY AND LIT STUDIES II,3,30,29,M,,W,,F,9:00:00 AM,9:50:00 AM,Waha,Kristen,,ENGL 201 OR INSTR OK
2018,30,ENGL,204,A,AMER LIT SURVEY II,3,30,27,,T,,R,,10:05:00 AM,11:20:00 AM,Messer,H,Collin,
2018,30,ENGL,204,B,AMER LIT SURVEY II,3,30,23,,T,,R,,11:30:00 AM,12:45:00 PM,Messer,H,Collin,
2018,30,ENGL,206,A,WORLD LIT:AFRICA/LATIN AMERICA,3,30,30,M,,W,,F,10:00:00 AM,10:50:00 AM,Waha,Kristen,,
2018,30,ENGL,221,A,SCIENCE FICTION,3,24,18,,T,,R,,2:30:00 PM,3:45:00 PM,Hogsette,David,,
2018,30,ENGL,243,A,20TH C. ENGLISH NOVEL,3,25,10,M,,W,,F,12:00:00 PM,12:50:00 PM,Potter,Eric,,
2018,30,ENGL,246,A,20TH C. AMERICAN NOVEL,3,25,30,M,,W,,F,2:00:00 PM,2:50:00 PM,Messer,H,Collin,
2018,30,ENGL,252,A,MODERN DRAMA,3,30,10,,T,,R,,1:00:00 PM,2:15:00 PM,Craig,Betsy,,
2018,30,ENGL,262,A,MODERN POETRY,3,20,11,M,,W,,F,3:00:00 PM,3:50:00 PM,Potter,Eric,,
2018,30,ENGL,304,A,CHAUCER & MIDDLE AGES,3,25,10,M,,W,,F,9:00:00 AM,9:50:00 AM,Harvey,Andrew,,
2018,30,ENGL,314,A,VICTORIAN LITERATURE,3,25,9,,T,,R,,2:30:00 PM,3:45:00 PM,Waha,Kristen,,
2018,30,ENGL,352,A,SHAKESPEARE II,3,25,16,,,W,,,3:00:00 PM,4:59:00 PM,Harvey,Andrew,,
2018,30,ENGL,352,A,SHAKESPEARE II,3,25,16,M,,W,,F,2:00:00 PM,2:50:00 PM,Harvey,Andrew,,ENGL 201 FOR ENGL MAJORS
2018,30,ENGL,390,A,STUDY: CHRISTIAN POETS-20TH CENTURY,3,20,12,,T,,R,,10:05:00 AM,11:20:00 AM,Potter,Eric,,
2018,30,ENGR,156,A,INTRO TO ENGINEERING,2,35,36,M,,W,,,2:00:00 PM,2:50:00 PM,Bright,Myron,Mike,MECE MAJ:CON/W MECE 120
2018,30,ENGR,156,B,INTRO TO ENGINEERING,2,35,35,M,,,,F,2:00:00 PM,2:50:00 PM,Bright,Myron,Mike,MECE MAJ:CON/W MECE 120
2018,30,ENGR,274,A,MATHEMATICAL METH- ENGINEERING,3,30,21,M,,W,,F,1:00:00 PM,1:50:00 PM,Anderson,Erik,,MATH 261
2018,30,ENGR,301,A,ETHICS IN ENGINEERING AND ROBOTICS,1,25,25,,T,,,,6:30:00 PM,9:00:00 PM,Valentine,David,,
2018,30,ENGR,402,A,ENGINEERING ECONOMY,1,31,21,,T,,R,,10:05:00 AM,11:20:00 AM,Reuber,Mark,,MATH 141 OR 161; JR/SR
2018,30,ENGR,402,B,ENGINEERING ECONOMY,1,31,32,,T,,R,,11:30:00 AM,12:45:00 PM,Reuber,Mark,,MATH 141 OR 161; JR/SR
2018,30,ENGR,420,A,CHEMICAL REACTION ENGINEERING,3,20,7,M,,W,,F,8:00:00 AM,8:50:00 AM,Augspurger,Joseph,Joe,"ENGR 220, MECE 326"
2018,30,ENTR,301,A,LEAN LAUNCHPAD,3,30,32,M,,,,,6:30:00 PM,9:00:00 PM,English,Yvonne,,ENTR 101
2018,30,ENTR,302,A,SALES IN THE STARTUP,3,30,36,M,,W,,F,1:00:00 PM,1:50:00 PM,Sweet,Timothy,Tim,
2018,30,ENTR,303,A,LAW FOR THE ENTREPRENUER,3,30,13,,,W,,,6:30:00 PM,9:00:00 PM,Howley,Brian,,
2018,30,ENTR,314,A,ENTREPRENEURSHIP: MISSION OF CHURCH,3,30,20,,T,,R,,1:00:00 PM,2:15:00 PM,Sweet,Timothy,Tim,
2018,30,ENTR,326,A,INTRO TO THE BUSINESS OF MUSIC,3,25,17,,T,,R,,2:30:00 PM,3:45:00 PM,Lewis,Cedric,,Cross list w MNGT/MUSI 326
2018,30,ENTR,330,A,SEARCH ENGINE OPTIMIZATION,3,35,37,M,,W,,F,10:00:00 AM,10:50:00 AM,Sweet,Timothy,Tim,
2018,30,ENTR,331,A,ENTREPRENEURSHIP AND ENTERPRISE,3,24,12,M,,W,,F,1:00:00 PM,1:50:00 PM,Hendrickson,Mark,,
2018,30,ENTR,402,A,TECH COMMERCIALIZATION STUDIO,1,15,4,M,,,,,1:00:00 PM,1:50:00 PM,English,Yvonne,,
2018,30,ENTR,408,A,SOCIAL ENTREPRENUERSHIP PRACTICUM,3,30,6,,T,,R,,2:30:00 PM,3:45:00 PM,English,Kyle,,
2018,30,ENTR,409,A,INTERNET ENTREPRENEURSHIP,3,15,16,,T,,R,,1:00:00 PM,2:15:00 PM,English,Yvonne,,
2018,30,ENTR,423,A,FAMILY BUSINESS MGMT,3,24,8,M,,W,,F,12:00:00 PM,12:50:00 PM,Howley,George,,
2018,30,ENTR,424,A,SUPPLY CHAIN MANAGEMENT,3,18,16,,T,,R,,11:30:00 AM,12:45:00 PM,Howley,George,,Cross-list with MNGT 424
2018,30,ENTR,466,A,BUSINESS PLANNING,3,20,23,,T,,,,6:30:00 PM,9:00:00 PM,Smith,Kenneth,Ken,ENTR 430
2018,30,ENTR,467,A,CORPORATE HEALTHCARE INNOVATION,3,12,10,,,W,,,6:30:00 PM,8:00:00 PM,Howley,George,,
2018,30,ENTR,467,A,CORPORATE HEALTHCARE INNOVATION,3,12,10,,,,,F,3:00:00 PM,5:00:00 PM,Howley,George,,
2018,30,EXER,101,A,INTRODUCTION TO EXERCISE SCIENCE,2,25,27,M,,W,,,9:00:00 AM,9:50:00 AM,Ault,Dana,,
2018,30,EXER,220,A,WELLNESS PROMOTION AND PROGRAMMING,2,20,21,M,,W,,,9:00:00 AM,9:50:00 AM,Severson,Sean,,
2018,30,EXER,221,A,PERSONAL TRAINING,2,15,19,,T,,R,,11:30:00 AM,12:20:00 PM,DiDonato,Andrew,,PHYE 102 OR 112
2018,30,EXER,223,A,RED CROSS LIFEGUARD TRAINING,2,10,6,M,,W,,F,10:00:00 AM,10:50:00 AM,Jacobs,Cathy,,"FEE REQUIRED, PHYE 102 OR 112"
2018,30,EXER,228,A,PHYS ED FOR ELEMENTARY EDUCATORS,1,20,21,,,W,,,12:00:00 PM,12:50:00 PM,Lamie,Melissa,,PHYE 102 OR 112
